City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,petropavlovsk-kamchatskiy,53.0452,158.6483,-3.67,50,40,1.0,RU,1675658156
364,cayenne,4.9333,-52.3333,22.02,100,100,0.0,GF,1675658156
365,pangnirtung,66.1451,-65.7125,-37.52,92,98,2.28,CA,1675658157
366,dickinson,29.4608,-95.0513,17.29,89,0,3.09,US,1675658132
367,kamenka,51.3223,42.7678,-14.45,98,88,1.91,RU,1675657946
368,chuy,-33.6971,-53.4616,17.58,88,0,2.18,UY,1675658157
369,saint marys,30.7305,-81.5465,12.81,91,7,2.04,US,1675658157
370,nsanje,-16.92,35.262,23.71,95,100,0.38,MW,1675658158
371,cockburn town,21.4612,-71.1419,25.51,79,1,9.32,TC,1675658158
372,parkes,-33.1333,148.1833,34.64,10,0,1.34,AU,1675658159
373,sisimiut,66.9395,-53.6735,-15.8,89,100,6.63,GL,1675657873
374,ocampo,21.65,-101.5,8.16,46,0,2.99,MX,1675658159
375,port keats,-14.25,129.55,32.89,42,86,1.81,AU,1675658159
376,tautira,-17.7333,-149.15,27.29,79,99,5.92,PF,1675658160
377,san carlos de bariloche,-41.1456,-71.3082,15.86,63,0,3.09,AR,1675657969
378,natal,-5.795,-35.2094,24.36,88,20,1.54,BR,1675658160
379,bowen,-20.0167,148.2333,29.75,72,34,7.62,AU,1675658126
380,dwarka,22.2394,68.9678,23.56,63,17,4.68,IN,1675658161
381,sistranda,63.7256,8.834,3.98,75,98,7.61,NO,1675658161
382,murchison,-41.8,172.3333,19.97,69,86,1.91,NZ,1675658161
383,karratha,-20.7377,116.8463,37.51,28,0,6.73,AU,1675658162
384,diamantino,-14.4086,-56.4461,22.41,93,94,1.54,BR,1675658163
385,port hardy,50.6996,-127.4199,5.1,93,100,2.57,CA,1675658164
386,vaasa,63.096,21.6158,-1.7,93,0,1.54,FI,1675658164
387,hammerfest,70.6634,23.6821,2.25,93,75,7.72,NO,1675658165
388,altayskoye,51.9533,85.3325,-3.28,81,100,0.93,RU,1675658166
389,bentiu,9.2333,29.8333,23.45,20,43,1.54,SS,1675658167
390,vila do maio,15.1333,-23.2167,20.44,63,86,10.54,CV,1675658167
391,awbari,26.5921,12.7805,7.89,62,9,2.98,LY,1675657878
392,batticaloa,7.7102,81.6924,26.36,81,100,5.64,LK,1675658168
393,athabasca,54.7169,-113.2854,4.23,73,84,7.81,CA,1675657970
394,bredy,52.4153,60.3411,-15.44,96,86,2.99,RU,1675658168
395,dryden,49.7833,-92.7503,-15.84,85,0,3.09,CA,1675658169
396,davila,18.4726,120.5763,29.99,64,40,2.33,PH,1675658170
397,angoram,-4.0625,144.0661,30.17,65,98,0.79,PG,1675658170
398,morondava,-20.2833,44.2833,25.21,82,88,5.05,MG,1675657918
399,arman,59.7,150.1667,-20.77,82,93,3.03,RU,1675657939
400,paamiut,61.994,-49.6678,-10.97,76,100,4.28,GL,1675658013
401,viedma,-40.8135,-62.9967,19.16,75,60,8.27,AR,1675657948
402,alyangula,-13.8483,136.4192,30.4,52,94,1.53,AU,1675658172
403,abu samrah,35.3029,37.1841,8.11,65,36,7.34,SY,1675658172
404,teya,60.3778,92.6267,-13.0,94,100,1.38,RU,1675658173
405,tromso,69.6496,18.957,3.01,70,75,8.23,NO,1675658174
406,zhezkazgan,47.8043,67.7144,-4.01,93,100,5.0,KZ,1675658175
407,ilulissat,69.2167,-51.1,-17.99,71,100,5.66,GL,1675658176
408,henties bay,-22.116,14.2845,17.36,90,100,2.23,NA,1675658176
409,bagdarin,54.4333,113.6,-12.68,58,55,1.8,RU,1675658177
410,alofi,-19.0595,-169.9187,23.94,100,98,2.06,NU,1675658178
411,bilma,18.6853,12.9164,15.09,18,10,6.2,NE,1675657991
412,katsuura,35.1333,140.3,11.6,46,86,2.45,JP,1675658180
413,chateaubelair,13.2833,-61.25,24.33,78,100,8.07,VC,1675658181
414,jiazi,22.8779,116.067,19.24,81,98,3.03,CN,1675658181
415,mandalgovi,45.7625,106.2708,-9.48,84,100,4.68,MN,1675658182
416,fortuna,40.5982,-124.1573,8.29,95,100,4.12,US,1675658182
417,tokur,53.1333,132.9,-20.6,81,100,1.28,RU,1675658182
418,ullapool,57.8987,-5.1604,10.19,87,100,4.02,GB,1675658183
419,acari,-15.4311,-74.6158,23.71,85,55,1.12,PE,1675658183
420,raipur,21.2333,81.6333,25.08,27,2,0.0,IN,1675658184
421,husavik,66.0449,-17.3389,1.78,66,94,5.6,IS,1675658185
422,warri,5.5167,5.75,25.43,90,100,1.28,NG,1675658185
423,samoded,63.6083,40.5111,-17.58,95,69,2.32,RU,1675658186
424,mbini,1.574,9.6134,25.79,84,88,1.31,GQ,1675658187
425,trat,12.5,102.5,32.17,53,20,2.47,TH,1675658187
426,mnogovershinnyy,53.9353,139.9242,-18.72,77,96,2.46,RU,1675658188
427,ostrovnoy,68.0531,39.5131,-9.22,87,100,8.37,RU,1675658188
428,novyy urengoy,66.0833,76.6333,-24.06,100,83,1.48,RU,1675658189
429,nzega,-2.479,29.5564,13.68,82,76,1.2,RW,1675658189
430,olafsvik,64.8945,-23.7142,1.58,76,76,14.62,IS,1675658190
431,conceicao da barra,-18.5933,-39.7322,23.97,89,0,2.89,BR,1675658190
432,nosy varika,-20.5833,48.5333,23.29,92,92,3.08,MG,1675658191
433,sayyan,15.1718,44.3244,13.09,27,10,1.1,YE,1675658191
434,malakal,9.5334,31.6605,23.93,21,39,2.05,SS,1675658191
435,issoire,45.55,3.25,3.59,98,100,2.81,FR,1675658192
436,bytow,54.1706,17.4919,-3.22,88,100,1.45,PL,1675658135
437,puro,12.4841,123.3827,28.35,72,67,3.98,PH,1675658192
438,mafinga,-7.25,35.0667,18.97,92,96,1.01,TZ,1675658193
439,guwahati,26.1862,91.751,21.95,94,40,0.0,IN,1675657966
440,nome,64.5011,-165.4064,-10.96,79,40,5.14,US,1675658063
441,likasi,-10.9814,26.7333,16.78,96,100,1.49,CD,1675658193
442,hargeysa,9.56,44.065,16.57,33,53,3.99,SO,1675658194
443,srednekolymsk,67.45,153.6833,-32.51,98,100,2.55,RU,1675658194
444,broken hill,-31.95,141.4333,30.19,20,0,5.49,AU,1675657990
445,mantua,45.1667,10.7833,4.08,85,26,1.34,IT,1675658195
446,corrales,35.2378,-106.6067,12.36,28,0,5.14,US,1675658195
447,kenai,60.5544,-151.2583,-1.59,72,100,12.86,US,1675658195
448,vagur,61.4732,-6.8119,8.43,89,100,17.48,FO,1675658195
449,nicoya,10.1483,-85.452,23.32,75,42,5.84,CR,1675658196
450,skjervoy,70.0311,20.9714,2.0,74,100,7.61,NO,1675658196
451,farsund,58.0948,6.8047,4.41,100,72,2.98,NO,1675658196
452,matamoros,25.5333,-103.25,17.28,26,0,2.23,MX,1675658197
453,dauphin,51.1494,-100.0502,-10.92,100,0,1.54,CA,1675658197
454,shirvan,39.9509,48.8994,5.98,77,96,1.51,AZ,1675658198
455,saint-joseph,-21.3667,55.6167,28.21,75,57,4.81,RE,1675658198
456,aguimes,27.9054,-15.4461,14.35,63,20,4.12,ES,1675658198
457,toyooka,35.5333,134.8333,9.03,53,75,0.51,JP,1675658198
458,poum,-20.2333,164.0167,28.9,79,97,7.53,NC,1675658199
459,san quintin,30.4833,-115.95,13.51,84,50,9.0,MX,1675658199
460,taonan,45.3333,122.7833,-5.54,50,19,3.28,CN,1675658199
461,celestun,20.8667,-90.4,22.14,73,28,5.81,MX,1675657903
462,palimbang,6.2106,124.1894,29.37,69,94,2.59,PH,1675658200
463,vitim,59.4511,112.5578,-20.88,93,99,0.38,RU,1675658200
464,marsh harbour,26.5412,-77.0636,23.34,77,83,7.12,BS,1675658143
465,birjand,32.8663,59.2211,1.26,60,0,3.09,IR,1675658201
466,aklavik,68.2191,-135.0107,-41.59,100,42,0.51,CA,1675657983
467,morro bay,35.3658,-120.8499,10.81,85,3,5.1,US,1675658201
468,agadez,19.75,10.25,12.76,23,7,3.76,NE,1675658201
469,taoudenni,22.6783,-3.9836,14.01,31,86,4.04,ML,1675658202
470,zanesville,39.9404,-82.0132,8.33,68,100,4.12,US,1675658202
471,surgut,61.25,73.4167,-19.9,84,100,0.0,RU,1675658202
472,cabo san lucas,22.8909,-109.9124,20.84,78,75,5.53,MX,1675658015
473,izumo,35.3667,132.7667,10.97,61,75,2.06,JP,1675658203
474,lichtenburg,-26.152,26.1597,17.94,71,19,1.63,ZA,1675658203
475,camacha,33.0833,-16.3333,13.68,63,40,4.12,PT,1675658203
476,mosquera,4.7059,-74.2302,10.05,87,40,1.03,CO,1675658204
477,manicore,-5.8092,-61.3003,22.97,94,0,1.03,BR,1675658204
478,itacoatiara,-3.1431,-58.4442,22.79,97,100,0.85,BR,1675657905
479,panguna,-6.3164,155.4848,22.07,91,100,0.96,PG,1675658205
480,turukhansk,65.8167,87.9833,-18.78,99,99,1.53,RU,1675658205
481,tessalit,20.1986,1.0114,18.08,12,1,3.14,ML,1675658205
482,yasnyy,51.0333,59.8742,-20.83,100,97,2.07,RU,1675658206
483,badiraguato,25.3667,-107.5167,13.72,47,22,1.61,MX,1675658206
484,boende,-0.2167,20.8667,21.5,76,70,1.26,CD,1675658206
485,novosokolniki,56.3463,30.1578,-5.98,95,100,4.17,RU,1675658207
486,chicama,-7.8447,-79.1469,21.3,75,43,2.03,PE,1675658207
487,dakar,14.6937,-17.4441,18.49,75,53,10.44,SN,1675658009
488,ola,59.5833,151.2833,-19.7,83,97,3.22,RU,1675657995
489,abaza,52.655,90.0928,-10.45,91,80,1.15,RU,1675658208
490,hibbing,47.4272,-92.9377,-16.36,46,0,0.0,US,1675658209
491,sabang,5.8933,95.3214,27.75,70,63,5.2,ID,1675658209
492,samagaltay,50.6022,95.0047,-15.85,91,93,0.96,RU,1675658209
493,nabire,-3.3667,135.4833,26.78,88,100,1.55,ID,1675658210
494,piskavica,44.8681,16.9736,-4.43,78,44,0.76,BA,1675658210
495,smithers,54.7804,-127.1743,0.18,80,75,1.03,CA,1675658210
496,sinop,41.7711,34.8709,0.29,96,100,1.84,TR,1675658211
497,aksarka,66.5606,67.7975,-26.42,100,30,1.17,RU,1675658211
498,ilhabela,-23.7781,-45.3581,24.83,87,100,1.76,BR,1675658211
499,ust-barguzin,53.45,108.9833,-10.5,88,100,3.73,RU,1675658212
500,pisco,-13.7,-76.2167,23.03,88,0,2.57,PE,1675658212
501,murwillumbah,-28.3167,153.4,28.88,57,75,6.17,AU,1675658102
502,chinhoyi,-17.3667,30.2,18.63,92,81,1.49,ZW,1675658212
503,dingle,10.9995,122.6711,28.72,72,74,5.11,PH,1675658213
504,veraval,20.9,70.3667,25.3,47,9,5.36,IN,1675658213
505,cooma,-36.2333,149.1333,27.29,24,12,3.52,AU,1675658213
506,manokwari,-0.8667,134.0833,25.01,88,100,1.89,ID,1675658214
507,kupang,-10.1667,123.5833,32.32,70,75,4.63,ID,1675658214
508,delhi,28.6667,77.2167,20.05,52,0,2.06,IN,1675658191
509,garissa,-0.4536,39.6401,24.07,72,0,2.74,KE,1675658214
510,belawan,3.7755,98.6832,27.16,85,100,0.97,ID,1675658215
511,pimenta bueno,-11.6725,-61.1936,21.78,97,74,0.32,BR,1675658215
512,tshikapa,-6.4167,20.8,19.27,96,79,0.67,CD,1675658216
513,malmyzh,56.5205,50.6818,-18.1,100,100,1.54,RU,1675658216
514,portel,-1.9356,-50.8211,22.43,97,87,1.22,BR,1675658216
515,saa,4.3667,11.45,21.46,95,68,1.3,CM,1675658217
516,palana,59.1167,159.9667,-21.13,99,70,4.3,RU,1675658217
517,sabaudia,41.3003,13.0282,3.6,64,58,3.68,IT,1675658217
518,gogosari,43.8667,25.7,-1.86,60,100,2.49,RO,1675658218
519,vilyuysk,63.7553,121.6247,-36.86,94,83,2.07,RU,1675658218
520,poltavka,54.3663,71.7632,-19.92,99,96,1.91,RU,1675658219
521,camana,-16.6228,-72.7111,24.48,82,100,1.31,PE,1675658219
522,mongo,12.1844,18.693,21.28,14,92,3.08,TD,1675658219
523,atherton,53.5237,-2.4935,1.9,89,70,0.45,GB,1675658220
524,chauk,20.8833,94.8167,27.2,26,12,0.7,MM,1675658011
525,indiaroba,-11.5192,-37.5117,24.5,90,24,2.11,BR,1675658220
526,mossendjo,-2.9506,12.7261,20.89,99,100,1.09,CG,1675658220
527,sao felix do xingu,-6.6447,-51.995,21.08,99,80,0.51,BR,1675658221
528,nizhniy odes,63.6445,54.856,-27.41,100,100,1.06,RU,1675658221
529,praia,14.9215,-23.5087,20.3,64,75,10.29,CV,1675658222
530,sechura,-5.5569,-80.8222,23.59,76,44,3.74,PE,1675658223
531,narsaq,60.9167,-46.05,-13.88,86,86,3.72,GL,1675658224
532,chara,56.9064,118.2631,-21.87,93,100,1.48,RU,1675658224
533,birao,10.2849,22.7882,18.85,18,25,2.46,CF,1675658225
534,anisoc,1.8658,10.7689,21.7,95,85,0.43,GQ,1675658225
535,baruun-urt,46.6806,113.2792,-11.46,73,17,2.66,MN,1675658014
536,manoel urbano,-8.8389,-69.2597,21.68,100,96,0.4,BR,1675658226
537,ca mau,9.1769,105.15,33.18,42,15,5.96,VN,1675658161
538,starkville,33.4504,-88.8184,7.81,100,0,0.0,US,1675658095
539,yulara,-25.2406,130.9889,33.19,9,0,4.48,AU,1675658227
540,grindavik,63.8424,-22.4338,2.26,87,75,9.77,IS,1675658228
541,wiarton,44.7407,-81.1332,0.22,80,100,3.09,CA,1675658228
542,chapleau,47.8405,-83.4034,-25.32,100,94,0.98,CA,1675658229
543,viransehir,37.2353,39.7631,6.51,98,100,6.63,TR,1675658229
544,dharchula,29.85,80.5333,17.81,20,0,2.6,IN,1675658229
545,arequipa,-16.3989,-71.535,14.01,85,100,0.61,PE,1675658134
546,rundu,-17.9333,19.7667,18.83,93,100,0.81,NA,1675658230
547,blankenberge,51.3131,3.1323,5.53,79,63,2.85,BE,1675658232
548,kemijarvi,66.7131,27.4306,-15.7,98,54,1.35,FI,1675658232
549,tartus,34.889,35.8866,11.59,89,91,13.39,SY,1675658233
550,kahama,-3.8333,32.6,17.23,94,88,0.96,TZ,1675658234
551,ushibuka,32.1906,130.0228,11.24,81,100,4.43,JP,1675658234
552,verkhnyaya sinyachikha,57.976,61.6673,-10.26,96,100,1.22,RU,1675658235
553,sorland,67.667,12.6934,5.92,86,100,13.97,NO,1675658235
554,huilong,31.8111,121.655,8.29,97,100,3.22,CN,1675657980
